date,value
4/4/1995,0.6566
4/5/1995,0.6594
4/6/1995,0.6604
4/7/1995,0.6642
4/10/1995,0.6622
4/11/1995,0.6645
4/12/1995,0.6682
4/13/1995,0.6731
4/17/1995,0.6759
4/18/1995,0.6736
4/19/1995,0.6704
4/20/1995,0.672
4/21/1995,0.6722
4/24/1995,0.6725
4/25/1995,0.6741
4/26/1995,0.6695
4/27/1995,0.6745
4/28/1995,0.6726
5/1/1995,0.6756
5/2/1995,0.6756
5/3/1995,0.677
5/4/1995,0.6785
5/5/1995,0.6759
5/8/1995,0.676
5/9/1995,0.6747
5/10/1995,0.6724
5/11/1995,0.6676
5/12/1995,0.6655
5/15/1995,0.6631
5/16/1995,0.6636
5/17/1995,0.6661
5/18/1995,0.6618
5/19/1995,0.6585
5/22/1995,0.6575
5/23/1995,0.6606
5/24/1995,0.6594
5/25/1995,0.6657
5/26/1995,0.669
5/30/1995,0.667
5/31/1995,0.6648
6/1/1995,0.6625
6/2/1995,0.667
6/5/1995,0.6685
6/6/1995,0.672
6/7/1995,0.6721
6/8/1995,0.67
6/9/1995,0.6681
6/12/1995,0.6683
6/13/1995,0.6702
6/14/1995,0.6718
6/15/1995,0.6702
6/16/1995,0.6698
6/19/1995,0.6718
6/20/1995,0.6729
6/21/1995,0.6735
6/22/1995,0.67
6/23/1995,0.6708
6/26/1995,0.6732
6/27/1995,0.6707
6/28/1995,0.669
6/29/1995,0.6688
6/30/1995,0.6695
7/3/1995,0.6701
7/5/1995,0.6736
7/6/1995,0.6766
7/7/1995,0.6778
7/10/1995,0.6732
7/11/1995,0.6742
7/12/1995,0.6745
7/13/1995,0.6766
7/14/1995,0.6762
7/17/1995,0.6754
7/18/1995,0.6744
7/19/1995,0.6762
7/20/1995,0.6767
7/21/1995,0.6752
7/24/1995,0.6766
7/25/1995,0.6766
7/26/1995,0.6743
7/27/1995,0.67
7/28/1995,0.6728
7/31/1995,0.6752
8/1/1995,0.675
8/2/1995,0.6716
8/3/1995,0.6694
8/4/1995,0.6696
8/7/1995,0.6691
8/8/1995,0.6655
8/9/1995,0.6627
8/10/1995,0.657
8/11/1995,0.6618
8/14/1995,0.6638
8/15/1995,0.6557
8/16/1995,0.651
8/17/1995,0.6501
8/18/1995,0.6479
8/21/1995,0.6501
8/22/1995,0.6493
8/23/1995,0.6467
8/24/1995,0.6456
8/25/1995,0.6506
8/28/1995,0.6524
8/29/1995,0.6527
8/30/1995,0.6501
8/31/1995,0.6527
9/1/1995,0.6542
9/5/1995,0.6524
9/6/1995,0.6515
